fecha,departamento,enCurso,cantCasosNuevosCALC,cantCasosNuevosAPP,cantFallecidos,acumFallecidos,cantRecuperados,acumRecuperados,acumcasos
2020-04-29,Artigas(UY-AR),0,0,0,0,0,0,0,0
2020-04-29,Canelones(UY-CA),17,0,0,0,2,0,66,85
2020-04-29,Cerro Largo(UY-CL),0,0,0,0,0,0,0,0
2020-04-29,Colonia(UY-CO),2,0,0,0,0,0,6,8
2020-04-29,Durazno(UY-DU),0,0,0,0,0,1,1,1
2020-04-29,Flores(UY-FS),0,0,0,0,0,0,1,1
2020-04-29,Florida(UY-FD),0,0,0,0,0,0,0,0
2020-04-29,Lavalleja(UY-LA),0,0,0,0,0,0,4,4
2020-04-29,Maldonado(UY-MA),8,1,1,0,3,1,14,25
2020-04-29,Montevideo(UY-MO),167,4,4,0,10,16,298,475
2020-04-29,Paysandú(UY-PA),0,0,0,0,0,0,1,1
2020-04-29,Río Negro(UY-RN),1,0,0,0,0,0,8,9
2020-04-29,Rivera(UY-RV),0,0,0,0,0,0,1,1
2020-04-29,Rocha(UY-RO),0,0,0,0,0,0,1,1
2020-04-29,Salto(UY-SA),2,0,0,0,0,0,10,12
2020-04-29,San José(UY-SJ),2,0,0,0,0,0,1,3
2020-04-29,Soriano(UY-SO),0,0,0,0,0,0,1,1
2020-04-29,Tacuarembó(UY-TA),0,0,0,0,0,0,0,0
2020-04-29,Treinta y Tres(UY-TT),4,0,0,0,0,0,0,4
2020-04-30,Artigas(UY-AR),0,0,0,0,0,0,0,0
2020-04-30,Canelones(UY-CA),14,0,0,0,2,3,69,85
2020-04-30,Cerro Largo(UY-CL),0,0,0,0,0,0,0,0
2020-04-30,Colonia(UY-CO),2,0,0,0,0,0,6,8
2020-04-30,Durazno(UY-DU),0,0,0,0,0,0,1,1
2020-04-30,Flores(UY-FS),0,0,0,0,0,0,1,1
2020-04-30,Florida(UY-FD),0,0,0,0,0,0,0,0
2020-04-30,Lavalleja(UY-LA),0,0,0,0,0,0,4,4
2020-04-30,Maldonado(UY-MA),7,0,0,1,4,0,14,25
2020-04-30,Montevideo(UY-MO),177,13,13,1,11,2,300,488
2020-04-30,Paysandú(UY-PA),0,0,0,0,0,0,1,1
2020-04-30,Río Negro(UY-RN),1,0,0,0,0,0,8,9
2020-04-30,Rivera(UY-RV),0,0,0,0,0,0,1,1
2020-04-30,Rocha(UY-RO),0,0,0,0,0,0,1,1
2020-04-30,Salto(UY-SA),2,0,0,0,0,0,10,12
2020-04-30,San José(UY-SJ),2,0,0,0,0,0,1,3
2020-04-30,Soriano(UY-SO),0,0,0,0,0,0,1,1
2020-04-30,Tacuarembó(UY-TA),0,0,0,0,0,0,0,0
2020-04-30,Treinta y Tres(UY-TT),4,0,0,0,0,0,0,4
2020-05-01,Artigas(UY-AR),0,0,0,0,0,0,0,0
2020-05-01,Canelones(UY-CA),13,2,2,0,2,3,72,87
2020-05-01,Cerro Largo(UY-CL),0,0,0,0,0,0,0,0
2020-05-01,Colonia(UY-CO),2,0,0,0,0,0,6,8
2020-05-01,Durazno(UY-DU),0,0,0,0,0,0,1,1
2020-05-01,Flores(UY-FS),0,0,0,0,0,0,1,1
2020-05-01,Florida(UY-FD),0,0,0,0,0,0,0,0
2020-05-01,Lavalleja(UY-LA),0,0,0,0,0,0,4,4
2020-05-01,Maldonado(UY-MA),7,0,0,0,4,0,14,25
2020-05-01,Montevideo(UY-MO),167,3,3,0,11,13,313,491
2020-05-01,Paysandú(UY-PA),0,0,0,0,0,0,1,1
2020-05-01,Río Negro(UY-RN),1,0,0,0,0,0,8,9
2020-05-01,Rivera(UY-RV),0,0,0,0,0,0,1,1
2020-05-01,Rocha(UY-RO),0,0,0,0,0,0,1,1
2020-05-01,Salto(UY-SA),0,0,0,0,0,2,12,12
2020-05-01,San José(UY-SJ),2,0,0,0,0,0,1,3
2020-05-01,Soriano(UY-SO),0,0,0,0,0,0,1,1
2020-05-01,Tacuarembó(UY-TA),0,0,0,0,0,0,0,0
2020-05-01,Treinta y Tres(UY-TT),4,0,0,0,0,0,0,4
2020-05-02,Artigas(UY-AR),0,0,0,0,0,0,0,0
2020-05-02,Canelones(UY-CA),15,2,2,0,2,0,72,89
2020-05-02,Cerro Largo(UY-CL),0,0,0,0,0,0,0,0
2020-05-02,Colonia(UY-CO),2,0,0,0,0,0,6,8
2020-05-02,Durazno(UY-DU),0,0,0,0,0,0,1,1
2020-05-02,Flores(UY-FS),0,0,0,0,0,0,1,1
2020-05-02,Florida(UY-FD),0,0,0,0,0,0,0,0
2020-05-02,Lavalleja(UY-LA),0,0,0,0,0,0,4,4
2020-05-02,Maldonado(UY-MA),7,0,0,0,4,0,14,25
2020-05-02,Montevideo(UY-MO),164,2,2,0,11,5,318,493
2020-05-02,Paysandú(UY-PA),0,0,0,0,0,0,1,1
2020-05-02,Río Negro(UY-RN),1,0,0,0,0,0,8,9
2020-05-02,Rivera(UY-RV),0,0,0,0,0,0,1,1
2020-05-02,Rocha(UY-RO),0,0,0,0,0,0,1,1
2020-05-02,Salto(UY-SA),0,0,0,0,0,0,12,12
2020-05-02,San José(UY-SJ),2,0,0,0,0,0,1,3
2020-05-02,Soriano(UY-SO),0,0,0,0,0,0,1,1
2020-05-02,Tacuarembó(UY-TA),0,0,0,0,0,0,0,0
2020-05-02,Treinta y Tres(UY-TT),4,0,0,0,0,0,0,4
2020-05-03,Artigas(UY-AR),0,0,0,0,0,0,0,0
2020-05-03,Canelones(UY-CA),15,0,0,0,2,0,72,89
2020-05-03,Cerro Largo(UY-CL),0,0,0,0,0,0,0,0
2020-05-03,Colonia(UY-CO),2,0,0,0,0,0,6,8
2020-05-03,Durazno(UY-DU),0,0,0,0,0,0,1,1
2020-05-03,Flores(UY-FS),0,0,0,0,0,0,1,1
2020-05-03,Florida(UY-FD),0,0,0,0,0,0,0,0
2020-05-03,Lavalleja(UY-LA),0,0,0,0,0,0,4,4
2020-05-03,Maldonado(UY-MA),7,0,0,0,4,0,14,25
2020-05-03,Montevideo(UY-MO),165,2,2,0,11,1,319,495
2020-05-03,Paysandú(UY-PA),0,0,0,0,0,0,1,1
2020-05-03,Río Negro(UY-RN),1,0,0,0,0,0,8,9
2020-05-03,Rivera(UY-RV),0,0,0,0,0,0,1,1
2020-05-03,Rocha(UY-RO),0,0,0,0,0,0,1,1
2020-05-03,Salto(UY-SA),0,0,0,0,0,0,12,12
2020-05-03,San José(UY-SJ),1,0,0,0,0,1,2,3
2020-05-03,Soriano(UY-SO),0,0,0,0,0,0,1,1
2020-05-03,Tacuarembó(UY-TA),0,0,0,0,0,0,0,0
2020-05-03,Treinta y Tres(UY-TT),5,1,1,0,0,0,0,5
2020-05-04,Artigas(UY-AR),0,0,0,0,0,0,0,0
2020-05-04,Canelones(UY-CA),17,2,2,0,2,0,72,91
2020-05-04,Cerro Largo(UY-CL),0,0,0,0,0,0,0,0
2020-05-04,Colonia(UY-CO),2,0,0,0,0,0,6,8
2020-05-04,Durazno(UY-DU),0,0,0,0,0,0,1,1
2020-05-04,Flores(UY-FS),0,0,0,0,0,0,1,1
2020-05-04,Florida(UY-FD),0,0,0,0,0,0,0,0
2020-05-04,Lavalleja(UY-LA),0,0,0,0,0,0,4,4
2020-05-04,Maldonado(UY-MA),7,0,0,0,4,0,14,25
2020-05-04,Montevideo(UY-MO),160,-1,-1,0,11,4,323,494
2020-05-04,Paysandú(UY-PA),0,0,0,0,0,0,1,1
2020-05-04,Río Negro(UY-RN),1,0,0,0,0,0,8,9
2020-05-04,Rivera(UY-RV),0,0,0,0,0,0,1,1
2020-05-04,Rocha(UY-RO),0,0,0,0,0,0,1,1
2020-05-04,Salto(UY-SA),0,0,0,0,0,0,12,12
2020-05-04,San José(UY-SJ),1,0,0,0,0,0,2,3
2020-05-04,Soriano(UY-SO),0,0,0,0,0,0,1,1
2020-05-04,Tacuarembó(UY-TA),0,0,0,0,0,0,0,0
2020-05-04,Treinta y Tres(UY-TT),5,0,0,0,0,0,0,5
2020-05-05,Artigas(UY-AR),0,0,0,0,0,0,0,0
2020-05-05,Canelones(UY-CA),18,3,3,0,2,2,74,94
2020-05-05,Cerro Largo(UY-CL),0,0,0,0,0,0,0,0
2020-05-05,Colonia(UY-CO),3,1,1,0,0,0,6,9
2020-05-05,Durazno(UY-DU),0,0,0,0,0,0,1,1
2020-05-05,Flores(UY-FS),0,0,0,0,0,0,1,1
2020-05-05,Florida(UY-FD),0,0,0,0,0,0,0,0
2020-05-05,Lavalleja(UY-LA),0,0,0,0,0,0,4,4
2020-05-05,Maldonado(UY-MA),8,1,1,0,4,0,14,26
2020-05-05,Montevideo(UY-MO),143,2,2,0,11,19,342,496
2020-05-05,Paysandú(UY-PA),0,0,0,0,0,0,1,1
2020-05-05,Río Negro(UY-RN),1,0,0,0,0,0,8,9
2020-05-05,Rivera(UY-RV),0,0,0,0,0,0,1,1
2020-05-05,Rocha(UY-RO),0,0,0,0,0,0,1,1
2020-05-05,Salto(UY-SA),0,0,0,0,0,0,12,12
2020-05-05,San José(UY-SJ),0,0,0,0,0,1,3,3
2020-05-05,Soriano(UY-SO),0,0,0,0,0,0,1,1
2020-05-05,Tacuarembó(UY-TA),0,0,0,0,0,0,0,0
2020-05-05,Treinta y Tres(UY-TT),12,7,7,0,0,0,0,12
2020-05-06,Artigas(UY-AR),0,0,0,0,0,0,0,0
2020-05-06,Canelones(UY-CA),18,1,1,0,2,1,75,95
2020-05-06,Cerro Largo(UY-CL),0,0,0,0,0,0,0,0
2020-05-06,Colonia(UY-CO),3,0,0,0,0,0,6,9
2020-05-06,Durazno(UY-DU),0,0,0,0,0,0,1,1
2020-05-06,Flores(UY-FS),0,0,0,0,0,0,1,1
2020-05-06,Florida(UY-FD),0,0,0,0,0,0,0,0
2020-05-06,Lavalleja(UY-LA),0,0,0,0,0,0,4,4
2020-05-06,Maldonado(UY-MA),6,0,0,0,4,2,16,26
2020-05-06,Montevideo(UY-MO),130,2,2,0,11,15,357,498
2020-05-06,Paysandú(UY-PA),0,0,0,0,0,0,1,1
2020-05-06,Río Negro(UY-RN),1,0,0,0,0,0,8,9
2020-05-06,Rivera(UY-RV),0,0,0,0,0,0,1,1
2020-05-06,Rocha(UY-RO),0,0,0,0,0,0,1,1
2020-05-06,Salto(UY-SA),0,0,0,0,0,0,12,12
2020-05-06,San José(UY-SJ),0,0,0,0,0,0,3,3
2020-05-06,Soriano(UY-SO),0,0,0,0,0,0,1,1
2020-05-06,Tacuarembó(UY-TA),0,0,0,0,0,0,0,0
2020-05-06,Treinta y Tres(UY-TT),12,0,0,0,0,0,0,12
2020-05-07,Artigas(UY-AR),0,0,0,0,0,0,0,0
2020-05-07,Canelones(UY-CA),18,2,2,0,2,2,77,97
2020-05-07,Cerro Largo(UY-CL),0,0,0,0,0,0,0,0
2020-05-07,Colonia(UY-CO),2,0,0,0,0,1,7,9
2020-05-07,Durazno(UY-DU),0,0,0,0,0,0,1,1
2020-05-07,Flores(UY-FS),0,0,0,0,0,0,1,1
2020-05-07,Florida(UY-FD),0,0,0,0,0,0,0,0
2020-05-07,Lavalleja(UY-LA),0,0,0,0,0,0,4,4
2020-05-07,Maldonado(UY-MA),7,1,1,0,4,0,16,27
2020-05-07,Montevideo(UY-MO),134,7,7,0,11,3,360,505
2020-05-07,Paysandú(UY-PA),0,0,0,0,0,0,1,1
2020-05-07,Río Negro(UY-RN),1,0,0,0,0,0,8,9
2020-05-07,Rivera(UY-RV),1,0,0,0,0,-1,0,1
2020-05-07,Rocha(UY-RO),0,0,0,0,0,0,1,1
2020-05-07,Salto(UY-SA),0,0,0,0,0,0,12,12
2020-05-07,San José(UY-SJ),0,0,0,0,0,0,3,3
2020-05-07,Soriano(UY-SO),0,0,0,0,0,0,1,1
2020-05-07,Tacuarembó(UY-TA),0,0,0,0,0,0,0,0
2020-05-07,Treinta y Tres(UY-TT),12,0,0,0,0,0,0,12
2020-05-08,Artigas(UY-AR),0,0,0,0,0,0,0,0
2020-05-08,Canelones(UY-CA),18,0,0,0,2,0,77,97
2020-05-08,Cerro Largo(UY-CL),0,0,0,0,0,0,0,0
2020-05-08,Colonia(UY-CO),2,0,0,0,0,0,7,9
2020-05-08,Durazno(UY-DU),0,0,0,0,0,0,1,1
2020-05-08,Flores(UY-FS),0,0,0,0,0,0,1,1
2020-05-08,Florida(UY-FD),0,0,0,0,0,0,0,0
2020-05-08,Lavalleja(UY-LA),0,0,0,0,0,0,4,4
2020-05-08,Maldonado(UY-MA),10,4,4,0,4,1,17,31
2020-05-08,Montevideo(UY-MO),126,6,6,1,12,13,373,511
2020-05-08,Paysandú(UY-PA),0,0,0,0,0,0,1,1
2020-05-08,Río Negro(UY-RN),1,0,0,0,0,0,8,9
2020-05-08,Rivera(UY-RV),1,0,0,0,0,0,0,1
2020-05-08,Rocha(UY-RO),0,0,0,0,0,0,1,1
2020-05-08,Salto(UY-SA),0,0,0,0,0,0,12,12
2020-05-08,San José(UY-SJ),0,0,0,0,0,0,3,3
2020-05-08,Soriano(UY-SO),0,0,0,0,0,0,1,1
2020-05-08,Tacuarembó(UY-TA),0,0,0,0,0,0,0,0
2020-05-08,Treinta y Tres(UY-TT),12,0,0,0,0,0,0,12
2020-05-09,Artigas(UY-AR),0,0,0,0,0,0,0,0
2020-05-09,Canelones(UY-CA),18,1,1,0,2,1,78,98
2020-05-09,Cerro Largo(UY-CL),0,0,0,0,0,0,0,0
2020-05-09,Colonia(UY-CO),2,0,0,0,0,0,7,9
2020-05-09,Durazno(UY-DU),0,0,0,0,0,0,1,1
2020-05-09,Flores(UY-FS),0,0,0,0,0,0,1,1
2020-05-09,Florida(UY-FD),0,0,0,0,0,0,0,0
2020-05-09,Lavalleja(UY-LA),0,0,0,0,0,0,4,4
2020-05-09,Maldonado(UY-MA),10,0,0,0,4,0,17,31
2020-05-09,Montevideo(UY-MO),127,7,7,0,12,6,379,518
2020-05-09,Paysandú(UY-PA),0,0,0,0,0,0,1,1
2020-05-09,Río Negro(UY-RN),1,0,0,0,0,0,8,9
2020-05-09,Rivera(UY-RV),1,0,0,0,0,0,0,1
2020-05-09,Rocha(UY-RO),0,0,0,0,0,0,1,1
2020-05-09,Salto(UY-SA),0,0,0,0,0,0,12,12
2020-05-09,San José(UY-SJ),0,0,0,0,0,0,3,3
2020-05-09,Soriano(UY-SO),0,0,0,0,0,0,1,1
2020-05-09,Tacuarembó(UY-TA),0,0,0,0,0,0,0,0
2020-05-09,Treinta y Tres(UY-TT),12,0,0,0,0,0,0,12
2020-05-10,Artigas(UY-AR),0,0,0,0,0,0,0,0
2020-05-10,Canelones(UY-CA),19,1,1,0,2,0,78,99
2020-05-10,Cerro Largo(UY-CL),0,0,0,0,0,0,0,0
2020-05-10,Colonia(UY-CO),2,1,1,0,0,1,8,10
2020-05-10,Durazno(UY-DU),0,0,0,0,0,0,1,1
2020-05-10,Flores(UY-FS),0,0,0,0,0,0,1,1
2020-05-10,Florida(UY-FD),0,0,0,0,0,0,0,0
2020-05-10,Lavalleja(UY-LA),0,0,0,0,0,0,4,4
2020-05-10,Maldonado(UY-MA),10,1,1,0,4,1,18,32
2020-05-10,Montevideo(UY-MO),124,0,0,1,13,2,381,518
2020-05-10,Paysandú(UY-PA),0,0,0,0,0,0,1,1
2020-05-10,Río Negro(UY-RN),1,0,0,0,0,0,8,9
2020-05-10,Rivera(UY-RV),1,0,0,0,0,0,0,1
2020-05-10,Rocha(UY-RO),0,0,0,0,0,0,1,1
2020-05-10,Salto(UY-SA),0,0,0,0,0,0,12,12
2020-05-10,San José(UY-SJ),2,2,2,0,0,0,3,5
2020-05-10,Soriano(UY-SO),0,0,0,0,0,0,1,1
2020-05-10,Tacuarembó(UY-TA),0,0,0,0,0,0,0,0
2020-05-10,Treinta y Tres(UY-TT),12,0,0,0,0,0,0,12
2020-05-11,Artigas(UY-AR),0,0,0,0,0,0,0,0
2020-05-11,Canelones(UY-CA),20,2,2,0,2,1,79,101
2020-05-11,Cerro Largo(UY-CL),0,0,0,0,0,0,0,0
2020-05-11,Colonia(UY-CO),2,0,0,0,0,0,8,10
2020-05-11,Durazno(UY-DU),0,0,0,0,0,0,1,1
2020-05-11,Flores(UY-FS),0,0,0,0,0,0,1,1
2020-05-11,Florida(UY-FD),0,0,0,0,0,0,0,0
2020-05-11,Lavalleja(UY-LA),0,0,0,0,0,0,4,4
2020-05-11,Maldonado(UY-MA),13,4,4,0,4,1,19,36
2020-05-11,Montevideo(UY-MO),119,-2,-2,0,13,3,384,516
2020-05-11,Paysandú(UY-PA),0,0,0,0,0,0,1,1
2020-05-11,Río Negro(UY-RN),1,0,0,0,0,0,8,9
2020-05-11,Rivera(UY-RV),1,0,0,0,0,0,0,1
2020-05-11,Rocha(UY-RO),0,0,0,0,0,0,1,1
2020-05-11,Salto(UY-SA),0,0,0,0,0,0,12,12
2020-05-11,San José(UY-SJ),2,0,0,0,0,0,3,5
2020-05-11,Soriano(UY-SO),0,0,0,0,0,0,1,1
2020-05-11,Tacuarembó(UY-TA),0,0,0,0,0,0,0,0
2020-05-11,Treinta y Tres(UY-TT),11,0,0,0,0,1,1,12
2020-05-12,Artigas(UY-AR),0,0,0,0,0,0,0,0
2020-05-12,Canelones(UY-CA),18,0,0,0,2,2,81,101
2020-05-12,Cerro Largo(UY-CL),0,0,0,0,0,0,0,0
2020-05-12,Colonia(UY-CO),2,0,0,0,0,0,8,10
2020-05-12,Durazno(UY-DU),0,0,0,0,0,0,1,1
2020-05-12,Flores(UY-FS),0,0,0,0,0,0,1,1
2020-05-12,Florida(UY-FD),0,0,0,0,0,0,0,0
2020-05-12,Lavalleja(UY-LA),0,0,0,0,0,0,4,4
2020-05-12,Maldonado(UY-MA),9,-1,-1,0,4,3,22,35
2020-05-12,Montevideo(UY-MO),121,6,6,0,13,4,388,522
2020-05-12,Paysandú(UY-PA),0,0,0,0,0,0,1,1
2020-05-12,Río Negro(UY-RN),1,0,0,0,0,0,8,9
2020-05-12,Rivera(UY-RV),2,1,1,0,0,0,0,2
2020-05-12,Rocha(UY-RO),0,0,0,0,0,0,1,1
2020-05-12,Salto(UY-SA),0,0,0,0,0,0,12,12
2020-05-12,San José(UY-SJ),2,0,0,0,0,0,3,5
2020-05-12,Soriano(UY-SO),0,0,0,0,0,0,1,1
2020-05-12,Tacuarembó(UY-TA),0,0,0,0,0,0,0,0
2020-05-12,Treinta y Tres(UY-TT),11,0,0,0,0,0,1,12
2020-05-13,Artigas(UY-AR),0,0,0,0,0,0,0,0
2020-05-13,Canelones(UY-CA),15,0,0,0,2,3,84,101
2020-05-13,Cerro Largo(UY-CL),0,0,0,0,0,0,0,0
2020-05-13,Colonia(UY-CO),2,0,0,0,0,0,8,10
2020-05-13,Durazno(UY-DU),0,0,0,0,0,0,1,1
2020-05-13,Flores(UY-FS),0,0,0,0,0,0,1,1
2020-05-13,Florida(UY-FD),0,0,0,0,0,0,0,0
2020-05-13,Lavalleja(UY-LA),0,0,0,0,0,0,4,4
2020-05-13,Maldonado(UY-MA),10,2,2,0,4,1,23,37
2020-05-13,Montevideo(UY-MO),115,0,0,0,13,6,394,522
2020-05-13,Paysandú(UY-PA),0,0,0,0,0,0,1,1
2020-05-13,Río Negro(UY-RN),1,0,0,0,0,0,8,9
2020-05-13,Rivera(UY-RV),2,0,0,0,0,0,0,2
2020-05-13,Rocha(UY-RO),0,0,0,0,0,0,1,1
2020-05-13,Salto(UY-SA),0,0,0,0,0,0,12,12
2020-05-13,San José(UY-SJ),2,0,0,0,0,0,3,5
2020-05-13,Soriano(UY-SO),0,0,0,0,0,0,1,1
2020-05-13,Tacuarembó(UY-TA),0,0,0,0,0,0,0,0
2020-05-13,Treinta y Tres(UY-TT),8,0,0,0,0,3,4,12
2020-05-14,Artigas(UY-AR),0,0,0,0,0,0,0,0
2020-05-14,Canelones(UY-CA),16,2,2,0,2,1,85,103
2020-05-14,Cerro Largo(UY-CL),0,0,0,0,0,0,0,0
2020-05-14,Colonia(UY-CO),2,0,0,0,0,0,8,10
2020-05-14,Durazno(UY-DU),0,0,0,0,0,0,1,1
2020-05-14,Flores(UY-FS),0,0,0,0,0,0,1,1
2020-05-14,Florida(UY-FD),0,0,0,0,0,0,0,0
2020-05-14,Lavalleja(UY-LA),0,0,0,0,0,0,4,4
2020-05-14,Maldonado(UY-MA),12,1,1,0,4,-1,22,38
2020-05-14,Montevideo(UY-MO),115,2,2,0,13,2,396,524
2020-05-14,Paysandú(UY-PA),0,0,0,0,0,0,1,1
2020-05-14,Río Negro(UY-RN),1,0,0,0,0,0,8,9
2020-05-14,Rivera(UY-RV),2,0,0,0,0,0,0,2
2020-05-14,Rocha(UY-RO),0,0,0,0,0,0,1,1
2020-05-14,Salto(UY-SA),0,0,0,0,0,0,12,12
2020-05-14,San José(UY-SJ),2,0,0,0,0,0,3,5
2020-05-14,Soriano(UY-SO),0,0,0,0,0,0,1,1
2020-05-14,Tacuarembó(UY-TA),0,0,0,0,0,0,0,0
2020-05-14,Treinta y Tres(UY-TT),8,0,0,0,0,0,4,12
2020-05-15,Artigas(UY-AR),0,0,0,0,0,0,0,0
2020-05-15,Canelones(UY-CA),15,1,1,0,2,2,87,104
2020-05-15,Cerro Largo(UY-CL),0,0,0,0,0,0,0,0
2020-05-15,Colonia(UY-CO),2,0,0,0,0,0,8,10
2020-05-15,Durazno(UY-DU),0,0,0,0,0,0,1,1
2020-05-15,Flores(UY-FS),0,0,0,0,0,0,1,1
2020-05-15,Florida(UY-FD),0,0,0,0,0,0,0,0
2020-05-15,Lavalleja(UY-LA),0,0,0,0,0,0,4,4
2020-05-15,Maldonado(UY-MA),13,1,1,0,4,0,22,39
2020-05-15,Montevideo(UY-MO),117,6,6,0,13,4,400,530
2020-05-15,Paysandú(UY-PA),0,0,0,0,0,0,1,1
2020-05-15,Río Negro(UY-RN),1,0,0,0,0,0,8,9
2020-05-15,Rivera(UY-RV),2,0,0,0,0,0,0,2
2020-05-15,Rocha(UY-RO),0,0,0,0,0,0,1,1
2020-05-15,Salto(UY-SA),0,0,0,0,0,0,12,12
2020-05-15,San José(UY-SJ),2,0,0,0,0,0,3,5
2020-05-15,Soriano(UY-SO),0,0,0,0,0,0,1,1
2020-05-15,Tacuarembó(UY-TA),0,0,0,0,0,0,0,0
2020-05-15,Treinta y Tres(UY-TT),8,0,0,0,0,0,4,12
2020-05-16,Artigas(UY-AR),0,0,0,0,0,0,0,0
2020-05-16,Canelones(UY-CA),15,0,0,0,2,0,87,104
2020-05-16,Cerro Largo(UY-CL),0,0,0,0,0,0,0,0
2020-05-16,Colonia(UY-CO),2,0,0,0,0,0,8,10
2020-05-16,Durazno(UY-DU),0,0,0,0,0,0,1,1
2020-05-16,Flores(UY-FS),0,0,0,0,0,0,1,1
2020-05-16,Florida(UY-FD),0,0,0,0,0,0,0,0
2020-05-16,Lavalleja(UY-LA),0,0,0,0,0,0,4,4
2020-05-16,Maldonado(UY-MA),13,0,0,0,4,0,22,39
2020-05-16,Montevideo(UY-MO),113,1,1,0,13,5,405,531
2020-05-16,Paysandú(UY-PA),0,0,0,0,0,0,1,1
2020-05-16,Río Negro(UY-RN),1,0,0,0,0,0,8,9
2020-05-16,Rivera(UY-RV),2,0,0,0,0,0,0,2
2020-05-16,Rocha(UY-RO),0,0,0,0,0,0,1,1
2020-05-16,Salto(UY-SA),0,0,0,0,0,0,12,12
2020-05-16,San José(UY-SJ),2,0,0,0,0,0,3,5
2020-05-16,Soriano(UY-SO),0,0,0,0,0,0,1,1
2020-05-16,Tacuarembó(UY-TA),0,0,0,0,0,0,0,0
2020-05-16,Treinta y Tres(UY-TT),8,0,0,0,0,0,4,12
2020-05-17,Artigas(UY-AR),0,0,0,0,0,0,0,0
2020-05-17,Canelones(UY-CA),15,0,0,0,2,0,87,104
2020-05-17,Cerro Largo(UY-CL),0,0,0,0,0,0,0,0
2020-05-17,Colonia(UY-CO),2,0,0,0,0,0,8,10
2020-05-17,Durazno(UY-DU),0,0,0,0,0,0,1,1
2020-05-17,Flores(UY-FS),0,0,0,0,0,0,1,1
2020-05-17,Florida(UY-FD),0,0,0,0,0,0,0,0
2020-05-17,Lavalleja(UY-LA),0,0,0,0,0,0,4,4
2020-05-17,Maldonado(UY-MA),13,0,0,0,4,0,22,39
2020-05-17,Montevideo(UY-MO),107,1,1,1,14,6,411,532
2020-05-17,Paysandú(UY-PA),0,0,0,0,0,0,1,1
2020-05-17,Río Negro(UY-RN),1,0,0,0,0,0,8,9
2020-05-17,Rivera(UY-RV),2,0,0,0,0,0,0,2
2020-05-17,Rocha(UY-RO),0,0,0,0,0,0,1,1
2020-05-17,Salto(UY-SA),0,0,0,0,0,0,12,12
2020-05-17,San José(UY-SJ),2,0,0,0,0,0,3,5
2020-05-17,Soriano(UY-SO),0,0,0,0,0,0,1,1
2020-05-17,Tacuarembó(UY-TA),0,0,0,0,0,0,0,0
2020-05-17,Treinta y Tres(UY-TT),8,0,0,0,0,0,4,12
2020-05-18,Artigas(UY-AR),0,0,0,0,0,0,0,0
2020-05-18,Canelones(UY-CA),15,0,0,0,2,0,87,104
2020-05-18,Cerro Largo(UY-CL),0,0,0,0,0,0,0,0
2020-05-18,Colonia(UY-CO),2,0,0,0,0,0,8,10
2020-05-18,Durazno(UY-DU),0,0,0,0,0,0,1,1
2020-05-18,Flores(UY-FS),0,0,0,0,0,0,1,1
2020-05-18,Florida(UY-FD),0,0,0,0,0,0,0,0
2020-05-18,Lavalleja(UY-LA),0,0,0,0,0,0,4,4
2020-05-18,Maldonado(UY-MA),14,1,1,0,4,0,22,40
2020-05-18,Montevideo(UY-MO),104,1,1,0,14,4,415,533
2020-05-18,Paysandú(UY-PA),0,0,0,0,0,0,1,1
2020-05-18,Río Negro(UY-RN),1,0,0,0,0,0,8,9
2020-05-18,Rivera(UY-RV),2,0,0,0,0,0,0,2
2020-05-18,Rocha(UY-RO),0,0,0,0,0,0,1,1
2020-05-18,Salto(UY-SA),0,0,0,0,0,0,12,12
2020-05-18,San José(UY-SJ),2,0,0,0,0,0,3,5
2020-05-18,Soriano(UY-SO),0,0,0,0,0,0,1,1
2020-05-18,Tacuarembó(UY-TA),0,0,0,0,0,0,0,0
2020-05-18,Treinta y Tres(UY-TT),8,0,0,0,0,0,4,12
2020-05-19,Artigas(UY-AR),0,0,0,0,0,0,0,0
2020-05-19,Canelones(UY-CA),16,2,2,0,2,1,88,106
2020-05-19,Cerro Largo(UY-CL),0,0,0,0,0,0,0,0
2020-05-19,Colonia(UY-CO),2,0,0,0,0,0,8,10
2020-05-19,Durazno(UY-DU),0,0,0,0,0,0,1,1
2020-05-19,Flores(UY-FS),0,0,0,0,0,0,1,1
2020-05-19,Florida(UY-FD),0,0,0,0,0,0,0,0
2020-05-19,Lavalleja(UY-LA),0,0,0,0,0,0,4,4
2020-05-19,Maldonado(UY-MA),13,0,0,0,4,1,23,40
2020-05-19,Montevideo(UY-MO),103,0,0,0,14,1,416,533
2020-05-19,Paysandú(UY-PA),0,0,0,0,0,0,1,1
2020-05-19,Río Negro(UY-RN),1,0,0,0,0,0,8,9
2020-05-19,Rivera(UY-RV),2,0,0,0,0,0,0,2
2020-05-19,Rocha(UY-RO),0,0,0,0,0,0,1,1
2020-05-19,Salto(UY-SA),0,0,0,0,0,0,12,12
2020-05-19,San José(UY-SJ),2,0,0,0,0,0,3,5
2020-05-19,Soriano(UY-SO),0,0,0,0,0,0,1,1
2020-05-19,Tacuarembó(UY-TA),0,0,0,0,0,0,0,0
2020-05-19,Treinta y Tres(UY-TT),0,0,0,0,0,8,12,12
2020-05-20,Artigas(UY-AR),1,0,0,0,0,0,0,1
2020-05-20,Canelones(UY-CA),16,2,2,0,2,2,90,108
